Key,Português [pt-BR]
Scenario_JOTL_010_TheGauntlet_Success_3,"You are worthy opponents... no doubt why you were able to destroy my experiments... but you are still doomed, just like the rest of the city. I encourage you to simply sit back and enjoy the mayhem... Roland”
"
Scenario_JOTL_010_TheGauntlet_Success_4,"You sigh with annoyance. Perhaps it was wishful thinking that this business was behind you. Plus, the bastard didn’t even pay you."
Quest_JOTL_010_TheGauntlet_OUTRO_GH_1,"You take the note to the city guard, still hoping to just wash your hands of the whole situation, but they have other ideas."
Quest_JOTL_010_TheGauntlet_OUTRO_GH_2,"Oy, good thing you lot showed up, the captain says, ignoring the note you try to wave in his face. “We’ve picked up some more activity of this blood cult. Seems some red-robed fellows have been sighted moving in and out of the sewers in two seperate city districts."
Quest_JOTL_010_TheGauntlet_OUTRO_GH_3,"I can’t get any of my own men to go down there, but if your famous mercenary company is willing to head into the sewers to investigate, I’d be willing to pay a hefty sum. Provided you come back alive, of course."
Quest_JOTL_010_TheGauntlet_OUTRO_GH_4,"Flattery normally doesn’t sway you, but the “hefty sum” certain sounds good. The captain shows you the spots where the robed men have been sighted: in the slums of the Sinking Market and the much nicer streets of the Traveler’s District."
Quest_JOTL_011_DefiledSewers_NAME,Defiled Sewers
Quest_JOTL_011_DefiledSewers_DESC,The town guard suggested you'd find some of the red robed men here
Quest_JOTL_011_DefiledSewers_LIST,Check for Zealots in the Sinking Market
Quest_JOTL_011_DefiledSewers_INTRO,"You light torches as you stand before a sewer entrance in the Sinking Market, half submerged in some foul liquid. If there is anything worse than the Sinking Market, it is the sewer beneath it...a breeding ground for Vermlings, snakes, and other unsavory things. And it just smells really bad.

You think for a moment how you could have gone to the Traveler’s District, the nicest area of the city. But oh no, no, you had to come here, because you can’t think of a more fitting location to find those wretched blood cultists.

And so, you hold your nose and make your way in. It doesn’t take long to find a whole mess of unpleasantness...a nest of snakes and black sludge blocks the passage."
Scenario_JOTL_011_DefiledSewers_Room_3_1,"It seems you’ll need to head upstream through the main tunnel, but the way is blocked by a huge iron sluice gate."
Scenario_JOTL_011_DefiledSewers_Room_3_2,"Seeing no other way through this awful place than the old door on the opposite side of the sewage river, you push it open and hope for the best."
Scenario_JOTL_011_DefiledSewers_Room_3_3,"What you get though is a nest of Vermlings. But behind the group, near a tunnel in the wall, you spot a rusty lever."
Scenario_JOTL_011_DefiledSewers_Misc_1,"You pull on the lever and hear a great rush of water behind you.

Looking back you see the main tunnel that was blocked off is now open, but a torrent of water trapped behind the gate is now free, overflowing the river."
Scenario_JOTL_011_DefiledSewers_Misc_2,A way forward has opened. You’ll just have to fight against the current to get there.
Scenario_JOTL_011_DefiledSewers_Success_1,"Toward the back end of the tunnel, past the gate, you are able to climb up onto a higher platform, out of the reach of the rushing waters. Eventually, the torrent subsides, but not before it washes the rest of the monsters off toward the bay."
Scenario_JOTL_011_DefiledSewers_Success_2,"Hopefully, deeper into these tunnels you’ll find what this blood cult is up to. You're also curious about that hole the Vermlings dug in the side room. It might be worth investigating.
"
Quest_JOTL_012_BeguilingSewers_NAME,Beguiling Sewers
Quest_JOTL_012_BeguilingSewers_DESC,The town guard suggested you'd find some of the red robed men here
Quest_JOTL_012_BeguilingSewers_LIST,Check for Zealots in the Traveler's District
Quest_JOTL_012_BeguilingSewers_INTRO_TRAVEL_1,"The Traveler’s District, where the wealthiest merchants of the city live in their giant estates, is certainly the nicest part of Gloomhaven."
Quest_JOTL_012_BeguilingSewers_INTRO_TRAVEL_2,"You are skeptical that an area policed so heavily by the city guard would be a breeding ground for cultists, but, as the captain said, the guards rarely patrol the sewers, so it’s possible something untoward is happening down there."
Quest_JOTL_012_BeguilingSewers_INTRO,"When you enter, you are surprised at how immaculate the tunnels are. Something is off. Sewers shouldn’t be this clean, and you feel a strange energy emanating from the pillars in this room. Looking closely by torchlight, you see small circular runes scribed all over them. Some trickery is definitely at work, and the only thing you can think to do is smash the pillars and uncover what is really going on."
Scenario_JOTL_012_BeguilingSewers_Misc_1,"As the last of the pillars falls, the far wall flickers in and out of sight, and two archways suddenly appear, leading into a darkness beyond."
Scenario_JOTL_012_BeguilingSewers_Misc_2,"A strong smell of death reaches your nostrils, as a purple mist creeps at the edge of your vision and more strange energy emanates beyond."
Scenario_JOTL_012_BeguilingSewers_Success_1,"The purple mist dissipates, and with it, any illusion of a pristine sewer. The rich produce waste just like anyone else."
Scenario_JOTL_012_BeguilingSewers_Success_2,It was all an illusion...even the horrific corpses and spirits. You raise your torch to get a better view of your new surroundings and notice a passageway deeper into the bowels of this place.
Scenario_JOTL_012_BeguilingSewers_Success_3,"Perhaps this is what was being concealed by this whole facade. You step into the passage, intent on finding out what the cult is up to now."
Quest_JOTL_012_BeguilingSewers_OUTRO_GH_1,"Before too long, you come across a simple ladder back up to the surface, but it seems to lead directly into one of the estates."
Quest_JOTL_012_BeguilingSewers_OUTRO_GH_2,As you pass - you can’t help but notice the opportunity to sneak into someones fancy house and get a little bit richer.
Quest_JOTL_013_VileHarvest_NAME,Vile Harvest
Quest_JOTL_013_VileHarvest_DESC,Continue deeper into the sewers under the Sinking Market
Quest_JOTL_013_VileHarvest_LIST,The deeper sewers need exploring
Quest_JOTL_013_VileHarvest_INTRO,"You walk through the main tunnel for quite a while. The flow of the sewage running through it lessens over time, until the water is almost completely gone, leaving nothing but a thick, acrid layer of slime.

And then, you see the movement up ahead at the edge of your torchlight. Small creatures - at first, you think they are more Vermlings, but these are wet - living globules of some dark red liquid. This is surely the work of the blood cult."
Scenario_JOTL_013_VileHarvest_Room_3_1,"After fighting your way through the horrible little blood creatures, you are almost relieved not to find them in the final chamber. You’ve found more of the zealots, though, once again caught in some foreboding ritual."
Scenario_JOTL_013_VileHarvest_Room_3_2,"Something is definitely not right.
Black sludge languishes in a basin of fetid water in the back of the room, and as the cultists chant, you see a mass of red - growing inside the ooze."
Scenario_JOTL_013_VileHarvest_Room_3_3,"They are producing the vile blood creatures through this dark ritual, and it must be stopped."
Scenario_JOTL_013_VileHarvest_Success_1,"This factory of revulsion has been shut down. Every vile creature is now smashed and scattered across the floor. This is not the end, though."
Scenario_JOTL_013_VileHarvest_Success_2,"These cultists refuse to talk or give up Roland, so the only option is to continue forward. Ahead, another passage leads deeper into this blood-soaked nightmare. More evil awaits. You feel it in your bones."
Quest_JOTL_014_ToxicHarvest_NAME,Toxic Harvest
Quest_JOTL_014_ToxicHarvest_DESC,Continue deeper into the sewers under the Traveler's District
Quest_JOTL_014_ToxicHarvest_LIST,The deeper sewers need exploring
Quest_JOTL_014_ToxicHarvest_INTRO,"Given the lengths someone went to in order to hide this passage of the sewers, you are sure it will lead somewhere meaningful. With any luck, you’ll find the last vestiges of the blood cult, cowering in a corner, and finish them off once and for all.

Of course, nothing is as simple as that. After some investigation, you begin to hear chanting and the hissing of snakes in the tunnel ahead of you."
Scenario_JOTL_014_ToxicHarvest_Start_1,"You move forward and demand to know where Roland is, but these blood-obsessed idiots are not particularly talkative."
Scenario_JOTL_014_ToxicHarvest_Success_1,You try to block the image of the bloody nightmares clawing their way out of their serpent hosts as the zealots watched and smiled. Blood given sentience? and some vile intent? - the thought fills you with an empty sense of inevitability
Scenario_JOTL_014_ToxicHarvest_Success_2,"And this was not the worst of it. These cultists refuse to talk or give up Roland, so the only option is to continue forward. Ahead, another passage leads deeper into this blood-soaked nightmare. More evil awaits. You feel it in your bones"
Quest_JOTL_015_TaintedBlood_NAME,Tainted Blood
Quest_JOTL_015_TaintedBlood_DESC,"Your journey into the sewers has led here, what is waiting?"
Quest_JOTL_015_TaintedBlood_LIST,Clear the deepest part of the sewers
Quest_JOTL_015_TaintedBlood_INTRO,"“So, you come once again to ruin my work,” a voice echoes through the dark tunnels of the sewer. It is the voice of that crazed hermit from the Hook Coast...the voice of Roland...and it drips with venom. “If only you realized how futile your efforts were. In fact, not just futile but helpful.""

“We did not even realize what glorious gift our god had given us until that incident at the University. To think that the corruption we cultivated could, under the right conditions, spread so rapidly, infecting new hosts and warping them into His image.”

You move forward, waving your torch to illuminate every corner of the darkness, but you can’t find the source of the voice.

“And we have already poured HIS gift into the water supply. It is too late. Before long, everyone in the city will be a slave to the Blood God, and then you can sit back and watch the mayhem!”"
Scenario_JOTL_015_TaintedBlood_Start_1,"You roar and charge forward, straight into an alcove where you find a robed man hunched in front of an alchemy table."
Scenario_JOTL_015_TaintedBlood_Start_2,"His vials bubble over with a black liquid that splashes onto the stone floor, running in little rivulets under a door behind him. This is not Roland, but you figure you should kill him all the same."
Scenario_JOTL_015_TaintedBlood_Success_1,Your triumphant victory is short-lived. You are in an area under Gloomhaven where the water from the Still River is diverted into cisterns to supply the city.
Scenario_JOTL_015_TaintedBlood_Success_2,"Looking over the smashed equipment, you see the streams of black liquid snaking from overturned beakers into the flowing water, and it is clear that the cities water supply is tainted, there is nothing you can do to reverse that now."
Scenario_JOTL_015_TaintedBlood_Success_3,"You search the broken corpses of the cultists for Roland, but all you find is some loose gold."
Quest_JOTL_015_TaintedBlood_OUTRO_TRAVEL_1,"The only thing to be done is to take a sample of the liquid back to the University. They got you into this mess, and with any hope, Professor Haltrip can come up with some counteracting agent to distribute before all of the cities inhabitants turns into monstrosities."
Quest_JOTL_016_MixedResults_NAME,Mixed Results
Quest_JOTL_016_MixedResults_DESC,"Return to the University, perhaps they can help the city"
Quest_JOTL_016_MixedResults_LIST,Revisit Professor Haltrip
Quest_JOTL_016_MixedResults_INTRO,"You burst into Professor Haltrip’s office, holding a vial of the black liquid. The old Quatryl looks understandably alarmed, but you waste no time in explaining the situation quickly and calmly to him until a determined look settles on his face.

“Once again, it is up to me to save the city, eh?” he asks, standing from his cluttered desk. “And we don’t have the luxury of time. I think we can throw together some tests, but it won’t be easy - or pretty.""

“We’ll need to inject a number of specimens with variations on this toxin and observe how they deal with different stimuli. With enough data, we should be able to formulate a concoction that will arrest the transformation.”

He exits his office and leads you down the hallway to his lab. “The stimuli will be where you come in. I found your last foray in my lab to be very helpful in expediting the data collection, so I’ll need something similar here. It will be more controlled, of course, but we need to collect as much data as we can, as quickly as we can, so we’ll be dealing with large groups of specimens at once.”"
Scenario_JOTL_016_MixedResults_Start_1,"Haltrip passes the black vial along to a new assistant, then directs you into a small laboratory. After you enter, he closes and locks the door from the other side. “Not to worry, the tests will be over before you know it. Let’s begin with the first phase.”
"
Scenario_JOTL_016_MixedResults_Room_Misc_1,Haltrip bangs on the glass of the window between rooms and gives you a thumbs up.
Scenario_JOTL_016_MixedResults_Room_Misc_2,"""Begin phase two!” he yells emphatically. He is much happier than he should be, given the circumstances."
Scenario_JOTL_016_MixedResults_Room_Misc_3,"""On to phase three!” Haltrip yells. “We got a lot of good data on the last one, so, with any luck, this next test will conclude the study!”"
Scenario_JOTL_016_MixedResults_Success_1,"With the final test complete, Haltrip bursts into the lab. You almost turn your weapons on him after what he put you through, but his exuberance is infectious"
Scenario_JOTL_016_MixedResults_Success_2,"“There it is!” he cries. “That last strain, that was the key! I’ve got my assistants working on it now...an agent that will completely neutralize the toxin’s effects."
Scenario_JOTL_016_MixedResults_Success_3,"And once it is ready, we will use all the resources the University has at its disposal to distribute the agent across the city. With luck, we will avert this crisis in time!”"
Scenario_JOTL_016_MixedResults_Success_4,"His face bunches up at the edges of his mouth in a smile. He beams with wrinkly pride, and you almost crack a smile yourself before a thunderous boom reverberates through the building. Haltrip’s smile disappears."
Scenario_JOTL_016_MixedResults_Success_5,"That came from the southeast, Haltrip starts... “It sounded like a lightning strike, but it’s not even raining.”"
Quest_JOTL_016_MixedResults_OUTRO_TRAVEL_1,"You rush outside just in time to see a pillar of red light shoot down from the sky and connect with the Old Wall Gate. Seconds later, another boom echoes across the city."
Quest_JOTL_016_MixedResults_OUTRO_TRAVEL_2,This is undoubtedly the work of Roland and his Blood God. What other tricks can they possibly have up their sleeves? There’s only one way to find out.
Quest_JOTL_017_RedTwilight_NAME,Red Twilight
Quest_JOTL_017_RedTwilight_DESC,"Gloomhaven is under attack, head to the Old Wall Gate!"
Quest_JOTL_017_RedTwilight_LIST,Defend the Old Wall Gate
Quest_JOTL_017_RedTwilight_INTRO,"The sun dips low on the horizon as you race to the Old Wall Gate. Periodic flashes of red light combined with the setting sun make it look as if the sky is ablaze. You arrive at the scene to witness a gathering of red-robed zealots prostrate in front of the gate, racked with pain.

“They’ve ingested the gift,” a voice booms down from above. “They are devoted to the cause, and so the Blood God gives us the strength to enact HIS plan.” A hulking figure stands atop the Old Wall. His stature has certainly changed, but not his face... it is Roland.

As you try to puzzle out what is going on, another column of red light crashes down, engulfing Roland. He cackles with delight, and his frame seems to grow even larger.

“You attempt to inoculate the city against His influence, but He will not allow it!” Roland bellows. “None of the meddlers from the University will enter the east city. I am HIS avatar of destruction, and I deem it so!”

"
Scenario_JOTL_017_RedTwilight_Start_1,"On the ground in front of you, the robed men scream out in agony as they begin to grow as well. Fleshy, unnatural lumps of muscle sprout from their frames, warping their bodies into monstrosities."
Scenario_JOTL_017_RedTwilight_Start_2,"Their robes begin to rip under the strain, their faces distorted and unrecognizable, as they scream out in a hateful cacophony."
Scenario_JOTL_017_RedTwilight_Start_3,“Destroy all who dare stand against us!” Roland commands as he heads into the city.
Scenario_JOTL_017_RedTwilight_Room_3_1,"“Ah, so nice of you to join me,” Roland laughs."
Scenario_JOTL_017_RedTwilight_Room_3_2,"He lifts his massive sword aloft, and a flash of red lightning shoots down from the sky, connecting with the tip of the blade, causing it to crackle with energy."
Scenario_JOTL_017_RedTwilight_Room_3_3,"“Come, let me show you the full extent of the Blood God’s anger.”"
Scenario_JOTL_017_RedTwilight_Room_3_4,"You briefly consider fleeing, but you see more of the monstrosities gathering in the streets around you. Your only hope is to kill Roland or this madness will never end."
Scenario_JOTL_017_RedTwilight_Success_1,"Roland laughs as he bleeds profusely from numerous wounds. He spits out a mouthful of blood, preparing to give one more speech about his stupid god and their idiotic plan."
Scenario_JOTL_017_RedTwilight_Success_2,"“I just need a little more energy,” he coughs. With a smile he raises his sword once again to the sky. But no lightning comes. Roland frowns, a confused look on his face."
Scenario_JOTL_017_RedTwilight_Success_3,"“My glorious master,” he pleads with great effort and visible strain. “I just need a little more help...”"
Scenario_JOTL_017_RedTwilight_Success_4,"He drops to his knees, and his minions turn to ash, blown away by the wind comming from the sea. As you approach with your weapon at the ready, his hulking form shrinks until he once again resembles the frail old man from the Hook Coast."
Scenario_JOTL_017_RedTwilight_Success_5,"No... he groans, and then you strike."
Scenario_JOTL_017_RedTwilight_Success_6,"It is done. Your quarry lies dead on the blackened stone, covered in the blood he coveted so much."
Quest_JOTL_017_RedTwilight_OUTRO_TRAVEL_1,“What is the meaning of this?” The captain of the guard runs up to you from a nearby street. There is a full squad of soldiers behind him.
Quest_JOTL_017_RedTwilight_OUTRO_TRAVEL_2,"You explain what happened, reminding him about the gold he promised for investigating the sewers. You emphasize how far above and beyond that you ended up going."
Quest_JOTL_017_RedTwilight_OUTRO_TRAVEL_3,"He thanks you with a hefty purse of coins, and you leave the scene in his capable hands. Your next stop is the widow Sandy, where you inform her that her husband’s death has been fully avenged."
Quest_JOTL_017_RedTwilight_OUTRO_TRAVEL_4,"It doesn’t seem to relieve her grief all that much, but it makes you feel better at least."
Quest_JOTL_017_RedTwilight_OUTRO_TRAVEL_5,"Finally, with the weight of this madness off your shoulders, you return to the Sleeping Lion with your head held high."
Quest_JOTL_017_RedTwilight_OUTRO_GH_1,"As you enter the inn, the shift in tone is immediate. The conversations grow hushed, and there are many furtive glances your way."
Quest_JOTL_017_RedTwilight_OUTRO_GH_2,"Suddenly, a group in the corner starts slamming cups of ale on their table in a clear rhythm. The name of your mercenary guild is called out, once and then again..."
Quest_JOTL_017_RedTwilight_OUTRO_GH_3,It becomes a chant and grows louder until the whole front room is caught in the uproar. A smile creeps onto your face. It’s good to be home.
Quest_JOTL_018_TheHeist_NAME,The Heist
Quest_JOTL_018_TheHeist_DESC,"The secret passage led to this merchant's house, are they connected, or is this an opportunity for some loot?"
Quest_JOTL_018_TheHeist_LIST,Use a secret passage to check out a merchant's house
Quest_JOTL_018_TheHeist_INTRO,"Of course, you would not normally go out of your way to creep into some wealthy merchant’s house and steal their valuables. You’re not a common criminal, after all, but the entrance to this estate was behind the illusory wall in the Traveler’s District sewers, implying its resident might somehow be involved in this whole mess. You just want to take a look around, and if you happen to find a valuable or two, well so be it."
Scenario_JOTL_018_TheHeist_Start_1,"You quietly climb up out of the sewer entrance into a grand entryway, complete with a couple of impressive stone statues. It doesn’t seem like anyone is home, so it’s time to see what you can find."
Scenario_JOTL_018_TheHeist_Misc_1,"You search through a chest of valuables and pocket as much as you can, but then, something strange happens. The statue behind you starts to move."
Scenario_JOTL_018_TheHeist_Misc_2,"You watch in a panic as it climbs down off its pedestal and begins to stomp toward you, menacingly."
Scenario_JOTL_018_TheHeist_Misc_3,"The threat is now real. More statues are coming to life than you can handle, so it is time to get out of here. At least the things are slow. They shouldn't be able to follow you."
Scenario_JOTL_018_TheHeist_Misc_4,"As you head back to the entrance, though, you see more of the statues moving into position. They have you surrounded."
Scenario_JOTL_018_TheHeist_Success_1,You really hope those statues can’t use ladders as you quickly descend back into the sewers.
Scenario_JOTL_018_TheHeist_Success_2,"It didn’t quite go as planned, and you didn’t really find any incriminating evidence, but you are a lot richer, so you’ll call it a win."
Quest_JOTL_019_DenOfThieves_NAME,Den of Thieves
Quest_JOTL_019_DenOfThieves_DESC,"You found a secondary tunnel to a Vermling den under the City, it should be cleared"
Quest_JOTL_019_DenOfThieves_LIST,Destroy the Vermling den
Quest_JOTL_019_DenOfThieves_INTRO_GH_1,"Any Vermling nest within the city can be problematic, but the possibility that these Vermlings may be consorting with those red-robed madmen or infected by their experiments, well, it’s probably best just to exterminate the lot of them."
Quest_JOTL_019_DenOfThieves_INTRO,"You move past the old rusted lever, through the dug-out tunnel, into an older network of sewer passageways. You don’t have to go that far before you find the savage little creatures, their fur matted with oozing growths. They scream and wave their crude weapons at you. This place needs to be destroyed, but maybe you can find more information on the cult as well."
Scenario_JOTL_019_DenOfThieves_Success_1,"It is rough work, destroying these nests while being attacked on all sides. Given the presence of the deformed rats, it is pretty clear there is some connections between the Vermlings and the blood cult, but you fail to locate any additional evidence."
Scenario_JOTL_019_DenOfThieves_Success_2,"All you find for your effort is an interesting ring that could be of some value. With the infection eradicated, you make your exit."
Quest_JOTL_020_MisplacedGoods_NAME,Misplaced Goods
Quest_JOTL_020_MisplacedGoods_DESC,An Inox sea captain wants you to recover the goods that were stolen from her.
Quest_JOTL_020_MisplacedGoods_LIST,Recover some stolen items
Quest_JOTL_020_MisplacedGoods_INTRO_TRAVEL_1,You follow the directions of the grizzled Inox sea captain to a warehouse in the Old Docks where she suspects her goods are hiding.
Quest_JOTL_020_MisplacedGoods_INTRO_TRAVEL_2,You’re not quite sure what to expect when you push through the oaken door into the dimly lit stockroom.
Quest_JOTL_020_MisplacedGoods_INTRO,"Various sundries are scattered everywhere, as if stored hastily. And near the center of the room, you see the culprits - a group of chaos demons none too happy about you barging in. Fighting them will be one thing, but finding the right goods in this mess will be an entirely different matter. Who knows what is in store for you?"
Scenario_JOTL_020_MisplacedGoods_Success_1,"Well, you’ll have nightmares about apples for a week, but you finally find all of the Inox’s missing goods and return to her ship at the docks for your reward."
Quest_JOTL_020_MisplacedGoods_OUTRO_GH_1,"“Wonderful!” she praises. “We need to push off for Velcyll Harbor first thing tomorrow, and it would have been a much less lucrative trip if you hadn’t have recovered these. They’ll sell well in the Orchid shops."""
Quest_JOTL_020_MisplacedGoods_OUTRO_GH_2,"She hands over your ""reward"", and you wish her well on her journey - the cheapskate."
Quest_JOTL_021_AgentsOfChaos_NAME,Agents of Chaos
Quest_JOTL_021_AgentsOfChaos_DESC,A Valrath has paid you to investigate strange goings on in the New Docks
Quest_JOTL_021_AgentsOfChaos_LIST,What is occurring in the New Docks?
Quest_JOTL_021_AgentsOfChaos_INTRO_GH_1,"“Demons,” they say. Judging by what you’ve seen recently, you certainly wouldn’t discount it. There has just been one thing after another with this city recently, so why should the New Docks be any different?"
Quest_JOTL_021_AgentsOfChaos_INTRO,"You follow the directions of the merchant to a collection of small warehouses deep into the district. As you approach, a strange feeling washes over you. Something is definitely not right, and you can feel it in the air. There is a palpable malice that permeates everything and claws at the back of your mind. It takes everything you have to not simply flee the scene and never look back. Instead, you draw your weapon and get to work."
Scenario_JOTL_021_AgentsOfChaos_Room_2_1,"This storeroom is deathly quiet, but the terrible feeling only intensifies. Something is hiding in here, and you’ll figure out what it is, even if you have to destroy everything."
Scenario_JOTL_021_AgentsOfChaos_Room_3_1,"The pain in the back of your skull throbs deeper as you step into the room. You feel your psyche being shred to ribbons, but you have to advance and put a stop to this insidiousness."
Scenario_JOTL_021_AgentsOfChaos_Room_5_1,You enter the storeroom and see suspicious movement through the weapon shelves. This is followed by the sound of hissing and a number of snakes slithering out of the darkness toward you.
Scenario_JOTL_021_AgentsOfChaos_Room_5_2,"Strangely, you sense they are being protected by some malevolent force in the back of the room."
Scenario_JOTL_021_AgentsOfChaos_Success_1,"As the final demon dies, the aura of malice around the area is lifted. You happily feel your sanity coming back."
Quest_JOTL_021_AgentsOfChaos_OUTRO_GH_1,You return to the Valrath merchant to give him the good news and get paid for your efforts.
Quest_JOTL_022_UnfriendlyMessage_NAME,Unfriendly Message
Quest_JOTL_022_UnfriendlyMessage_DESC,The Redguard must go to this meeting or risk being hunted
Quest_JOTL_022_UnfriendlyMessage_LIST,A meeting for the Redguard
Quest_JOTL_022_UnfriendlyMessage_INTRO,"You arrive at the appointed time in a dark alley near the city’s west wall. You fully expected an ambush and are not disappointed. What is disappointing, however, is that those hunting the Red Guard didn't come themselves... Instead, they sent proxies...some lowly Vermlings and an enchanted golem."
Scenario_JOTL_022_UnfriendlyMessage_Start_1,"The Red Guard was hoping for some further communication, but your foes wordlessly attack upon your arrival. When the golem moves, though, you notice it's not a standard creation."
Scenario_JOTL_022_UnfriendlyMessage_Start_2,"It is forged with strong magic, incorporating a horde of rare, venomous snakes from the Red Desert. The message is perfectly clear, and it is deeply personal."
Scenario_JOTL_022_UnfriendlyMessage_Success_1,"Your victory has bought the Red Guard more time. But there is no doubt, more terrible things will come."
Scenario_JOTL_022_UnfriendlyMessage_Success_2,"Valraths do not forgive so easily, but the Red Guard is free for today, and, what’s more, you find a ring at the heart of the golem’s gears."
Scenario_JOTL_022_UnfriendlyMessage_Success_3,"It seems to be a simple circle of steel, but you can feel it still has some energy from the Jhinda forge."
Scenario_JOTL_022_UnfriendlyMessage_Success_4,It takes a long time before the Red Guard speaks again.
Quest_JOTL_023_BestOfTheBest_NAME,Best of the Best
Quest_JOTL_023_BestOfTheBest_DESC,The Hatchet wants to prove they are the greatest fighter in Gloomhaven
Quest_JOTL_023_BestOfTheBest_LIST,Is the Hatchet 'The Best Around'?
Quest_JOTL_023_BestOfTheBest_INTRO_TRAVEL_1,You arrive at Gloomhaven Square for the competition and see the entire area has been converted into a huge arena with stadium seating around the outside.
Quest_JOTL_023_BestOfTheBest_INTRO,"The Hatchet moves over to the contestants’ area while the rest of you take your seats to watch the spectacle.

The competition itself is brutal. One unprepared drudge after another faces off against a host of monsters, and none of them fare very well. The lucky ones are those who leave the arena alive.

Then, the Hatchet enters the stage. It’s time to give these people a show."
Scenario_JOTL_023_BestOfTheBest_Success_1,"The last of the aggressors falls, and the Hatchet stands victorious. The crowd goes wild, cheering and hooting in a frenzy."
Scenario_JOTL_023_BestOfTheBest_Success_2,You can see the Hatchet crack a smile under the shade of his hat - a truly rare occurrence.
Scenario_JOTL_023_BestOfTheBest_Success_3,"The organizers award the Hatchet with a finely crafted weapon as a prize, and you don’t stick around to see if anyone else survives the carnage. Surely, they have no chance of putting on a better show."
Quest_JOTL_024_WardingTheVoid_NAME,Warding The Void
Quest_JOTL_024_WardingTheVoid_DESC,Something is stirring within the Void and the Voidwarden must keep the barriers up
Quest_JOTL_024_WardingTheVoid_LIST,The Voids wards must be protected
Quest_JOTL_024_WardingTheVoid_INTRO_TRAVEL_1,You arrive at the southeastern edge of the Void to find a massive storm raging inside. Great gusts of wind blow the black sand up into skin grating torrents.
Quest_JOTL_024_WardingTheVoid_INTRO,"The Voidwarden marches forward and plants three wards in the cobblestone. The winds abate a bit, but the area still seems incredibly dangerous.

The Voidwarden turns and explains that these wards should keep whatever stirs at bay, but that the Void will send what forces it can to break them. You must stand between the enemy and the wards to make sure the city remains safe."
Scenario_JOTL_024_WardingTheVoid_Misc_1,"You relax a bit, having destroyed a wave of terrible creatures, but the Voidwarden does not let down their guard. More are coming. This fight is not over."
Scenario_JOTL_024_WardingTheVoid_Misc_2,"Sure enough, as you crush the charging demon, more begin to materialize behind it. Your energy is flagging, and you desperately hope this is the last of them."
Scenario_JOTL_024_WardingTheVoid_Success_1,"You fall back behind the wards, praying that was the last of the creatures but resolving to fight until your final breath if you must. Luckily, that won’t be necessary. The winds die down. The crisis is averted."
Quest_JOTL_024_WardingTheVoid_OUTRO_TRAVEL_1,The Voidwarden is determined to stay here for the rest of the night to make sure the threat has truly passed. The rest of you though head back to the Sleeping Lion.
Quest_JOTL_024_WardingTheVoid_OUTRO_GH_1,"When you reconvene in the morning, the Voidwarden has a new set of robes. You don’t ask any questions."
Quest_JOTL_025_TheGreatestJobInTheWorld_NAME,The Greatest Job in the World
Quest_JOTL_025_TheGreatestJobInTheWorld_DESC,The Demolitionist has a job to destroy a cursed warehouse
Quest_JOTL_025_TheGreatestJobInTheWorld_LIST,A Demolition for a Demolitionist
Quest_JOTL_025_TheGreatestJobInTheWorld_INTRO_GH_1,The Demolitionist just can’t say “no” to a good demo job. There’s no greater feeling than that which comes from breaking everything in sight
Quest_JOTL_025_TheGreatestJobInTheWorld_INTRO_GH_2,You gear yourself up and head over to the derelict building slated for destruction.
Quest_JOTL_025_TheGreatestJobInTheWorld_INTRO,"The building has been abandoned for a while, plus there’s the whole “curse” thing, so you’re not sure what to expect when you walk inside. You feel the presence of some lingering spirits, but they’re not going to stop you from getting to work."
Scenario_JOTL_025_TheGreatestJobInTheWorld_Success_1,"There is a long groan followed by a sharp crack. The roof buckles, and then the whole thing comes crashing down at once, kicking up a huge cloud of dust in a cacophany of noise."
Scenario_JOTL_025_TheGreatestJobInTheWorld_Success_2,"You are blinded and deafened for a brief moment, but as the dust clears, you see the job well done in front of you. The building is destroyed, and any sort of haunting has dissipated."
Quest_JOTL_025_TheGreatestJobInTheWorld_OUTRO_GH_1,The Demolitionist reports back to the foreman and then uses the earnings to build themselves a fancy new pair of boots.
GUI_ViciousBallet_Tooltip,Selecione um aliado adjacente para realizar uma ação de Ataque 3
GUI_WitheringConviction_TOP_TOOLTIP,Selecione {CURRENT_TARGETS}/{TOTAL_TARGETS} aliados para realizar a ação
GUI_CONFIRMATION_CANCEL_ABILITY_CARD_LullIntoOblivion_DESCR,"Se a carta for Descartada, qualquer inimigo alvo de Cair no esquecimento perderá o efeito ATORDOAR."
Voidwarden_ROLE,Controle de Multidão
Voidwarden_DIFFICULTY,Alta
Voidwarden_ADVENTURE_DESCRIPTION,"O Vazio é um lugar perigoso e terrível. Qualquer coisa que entre nele se dissolve em uma areia grossa e preta sem explicação ou remorso. Depois de uma experiência de quase morte com o Vazio quando criança, que marcou o lado esquerdo de seu corpo, os Guardiões do Vazio tornaram seu dever proteger os outros de um destino semelhante. No entanto, ser tocado pelo Vazio deixou mais do que apenas cicatrizes físicas. Eles podem canalizar o poder por trás do Vazio para manipular os pensamentos e ações de aliados e inimigos. A Guardiã do Vazio também pode oferecer poderosas dádivas de cura e resistência, mas essas dádivas tem um preço terrível."
Voidwarden_STRENGTHS,"- <indent=%15>Tamanho da mão inicial grande</indent>

- <indent=%15>Funciona melhor em grupos maiores</indent>

- <indent=%15>Vasta variedade de habilidades da metade inferior</indent>"
