key,Português [pt-BR]
schoolofthegreatoak_descr,"A Escola é construída ao redor de um enorme carvalho, com várias salas e plataformas construídas em seus galhos. Monges e curandeiros são treinados aqui e enviados a templos como o de Gloomhaven para ajudar a cuidar dos enfermos e necessitados."
scoundrel,Malandra
scoundrel_adventure_description,"Malandros são egoístas e oportunistas. Acreditam que tudo é deles e farão de tudo para garantir que isso seja verdade.
Ela se sobressai em ataques corpo a corpo de alto dano, identificando alvos isolados e também, ganhando bônus por trabalhar perto de seus companheiros de equipe. No entanto, ela é solitária, então não espere que ela ajude outros membros do grupo de outra forma que não seja matando os inimigos."
scoundrel_description,Malandros são egoístas e oportunistas. Acreditam que tudo é deles e farão de tudo para garantir que isso seja verdade.
scoundrel_difficulty,Baixa
scoundrel_role,Dano Corpo a Corpo
scoundrel_skin_alt,Noctívago
scoundrel_strengths,"- <indent=%15>Alta mobilidade</indent>
- <indent=%15>Potencial para um alto Dano corpo a corpo</indent>
- <indent=%15>Pode afligir inimigos com Veneno</indent>"
scoundrel_weaknesses,"- <indent=%15>Poucos efeitos que ajudam os companheiros de equipe</indent>
- <indent=%15>Poucas habilidades defensivas e baixa vida</indent>
- <indent=%15>Vai tentar e pegar TODO o ouro</indent>"
screechingdepths,Profundezas do Chiado
scurvybay,Baía do Escorbuto
scurvybay_descr,"Geralmente, é melhor evitar alguns vilarejos, e isso pode ser dito da Baía do Escorbuto. Frequentado por piratas e malfeitores, as autoridades de Carvalho Branco não se aventuram tão ao sul. Cuidado onde pisa."
self,Próprio
shaderest,Shaderest
shaderest_descr,"An small campsite in an ancient ruined city. Catch your breath, and move on: who knows what evil lingers here?"
shadowwolf,Lobo das Sombras
shadowfieldmanor,Shadowfield Manor
shadowfieldmanor_descr,"This ancient manor house is hidden amongst a dense concentration of petrified trees, almost invisible to passers by. There are rumours of parties throughout the night, and strange chanting in the early mornings. Best not stay here too long."
shield,Escudo
shimmeringshallows,Águas Rasas Cintilantes
shimmeringshallows_descr,"The water near the coast appears to shimmer, as if piles of jewels lie below the surface. Many an unwary fool has been dragged down by strong currents, and dashed upon the glowing coral below."
shufflemodifierdeck,Embaralhar os Modificadores de Ataque
sicklybog,Brejo Doentio
siegecannon,Canhão de Cerco
sightlesseye,O Olho Que Nada Vê
silverwick,Pavioprateado
silverwick_descr,"Pavioprateado foi a principal base de operações do Consórcio de Mineração das Montanhas Vigilantes. Após o fim da guerra, o preço do minério caiu e o consórcio faliu."
skeleton,Esqueleto
sleep,DORMIR
sleepshort,DORMIR
slimespirit,Espírito de Lodo
song,Canção
song_discardreminder,"Quando outra <color=#EBB0AA>Canção</color> <sprite name=Song> for jogada, descarte esta carta."
song_xptext,Ganhe <size=130%><voffset=-2><sprite name=XP1></voffset></size> no início de cada um dos seus turnos.
soothsinger,Musicista
soothsinger_adventure_description,"Quatryls não são apenas mestres Engenheiros, mas com sua destreza manual impressionante permite a eles se tornarem excelentes Bardos. Estes autonomeados ""Musicistas"" são capazes de fortalecer seus aliados a alcançarem grandes proezas e de derrubar seus inimigos com um simples dedilhar de seu alaúde. Seu sistema de Canções funciona de maneira similar aos Aumentos da Ladra de Mentes., e ela é especialmente poderosa em grupos grandes, mas faz pouco dano."
soothsinger_difficulty,Alta
soothsinger_role,Suporte de Longa Distância
soothsinger_strengths,"- <indent=%15>Ampla variedade de bônus poderosos</indent>
- <indent=%15>Opções variadas na metade de baixo das cartas</indent>
- <indent=%15>Efetivo em controle de multidão</indent>"
soothsinger_weaknesses,"- <indent=%15>Não inflige muito dano</indent>
- <indent=%15>Fraca em grupos pequenos</indent>
- <indent=%15>Noção de moda duvidosa</indent>"
southshield,Escudo do Sul
southshield_descr,"A vila mais ao sul da área, Escudo do Sul é o ponto de parada para aventureiros experientes que se dirigem às terras desconhecidas do sul. Os itens são raros, mas não baratos."
spanish,Espanhol
spellweaver,Tecelã Arcana
spellweaver_adventure_description,"Tecelões Arcanos são sábios Orchid capazes de acumular poderosas forças naturais e transformá-las em ataques concentrados.
São ótimos em infligir dano de longe, mas devido à baixa vida são bem frágeis, então os mantenha fora de combate. A habilidade mais importante da Tecelã é Reviving Éter, permitindo que ela perca mais cartas do que outros personagens e consiga recuperá-las em uma aventura, mas tome cuidado para não utilizar isto muito cedo."
spellweaver_description,Tecelões arcanos são sábios Orchid capazes de acumular poderosas forças naturais e transformá-las em ataques concentrados.
spellweaver_difficulty,Alta
spellweaver_role,Dano de Longa Distância
spellweaver_skin_alt,Crystal Archivist
spellweaver_strengths,"- <indent=%15>Bom dano de longo alcance</indent>
- <indent=%15>Pode recuperar cartas Queimadas com Éter Restaurador</indent>
- <indent=%15>Acesso antecipado a uma invocação de longo alcance decente</indent>"
spellweaver_weaknesses,"- <indent=%15>Pouca vida, pode morrer bem rápido</indent>
- <indent=%15>Requer um gerenciamento complexo de habilidades para novos Jogadores</indent>
- <indent=%15>A pele de cristal torna difícil encontrar um bom alfaiate</indent>"
spiritbanner,Spirit Banner
spitepeak,Spitepeak
spitepeak_descr,"The smell of sulphur lingers here and faint rumbles are heard deep underground. Atop this precarious mountain lives an ancient Orchid Mage, researching the behaviour of the land itself."
spittingcobra,Cobra Cuspidora
spittingdrake,Dragão Cuspidor
spittingdrakeelite,Dragão Cuspidor Elite
staybrightfort,Forte Aindabrilha
staybrightfort_descr,"This bustling Fort guards the Keyport bay and the river route up to White Oak. It also collects a heavy tax from sea traders, and ensures there is a wide array of fairly costly military hardware for purchase."
steelconstruct,Constructo de Ferro
stonegolem,Golem de Pedra
stonegolemelite,Golem de Pedra Elite
stopflying,Não pode voar
strengthen,FORTALECER
strengthenshort,FORTALECER
stun,ATORDOAR
stunmine,Armadilha
stunshort,ATORDOAR
suffer_2damage,Sofre 2 de dano
suffer_3damage,Sofra 3 de dano
summerwell,Summerwell
summon,Invocar
summoner,Invocadora
summoner_adventure_description,"Com o nível de concentração adequado, uma Invocadora Aesther pode puxar o que quiser das fronteiras planares. Infinitos planos trazem infinitas possibilidades. Tal esforço pode ser muito custoso, contudo, e uma Invocadora acha muito mais fácil transportar coisas vivas ou energia pura."
summoner_difficulty,Média
summoner_role,Invocador/Suporte
summoner_strengths,"- <indent=%15>Grande variedade de criaturas para invocar</indent>
- <indent=%15>Habilidades de suporte para todos os aliados</indent>
- <indent=%15>Habilidades razoáveis de longo alcance</indent>"
summoner_weaknesses,"- <indent=%15>Baixa capacidade de infligir dano</indent>
- <indent=%15>Muitas invocações ativas pode te deixar com poucas cartas</indent>
- <indent=%15>Fazer toda sua arte fica meio caro pra um jogo de computador!</indent>"
summonsaltar,Altar de Invocação
sundemon,Demônio do Sol
sundemonelite,Demônio do Sol Elite
sunkeeper,Guardiã do Sol
sunkeeper_adventure_description,"Guardiões do Sol foram treinados para tocar os poderes demoníacos dormentes e aproveitá-los para o propósito da justiça. A Guardiã do Sol tem uma variedade de habilidades de Cura, Bônus e Recuperação de Cartas, e por conta própria, uma lutadora corpo a corpo competente. Ela funciona melhor na função de uma Paladina, ajudando os principais causadores de danos em combate enquanto os mantém vivos."
sunkeeper_difficulty,Baixa
sunkeeper_role,Tanque Corpo a Corpo/Suporte
sunkeeper_strengths,"- <indent=%15>Série de opções de bônus, cura e recuperação</indent>
- <indent=%15>Combatente corpo a corpo competente</indent>
- <indent=%15>Usa Luz para melhorar suas habilidades</indent>"
sunkeeper_weaknesses,"- <indent=%15>Pode ter dificuldades contra grupos de inimigos menores</indent>
- <indent=%15>Mais fraca com poucos aliados</indent>
- <indent=%15>Bastante presunçosa na maior parte do tempo</indent>"
swamplizard,Lagarto do Pântano
swap,Trocar
sweetwater,Águadoce
swordlodge,Sword Lodge
texture_quality_render_eighthen,Oitava
texture_quality_render_full,Cheia
texture_quality_render_half,Metade
texture_quality_render_quarter,Quarta
the avengers,Os Vingadores
the grey thorns,Os Espinhos Cinzentos
the iron fellowship,A Irmandade de Ferro
treasure_chest_tooltip,Baú de tesouro
tutorial_2_help_004,Selecione Atropelar
tutorial_2_help_005,Selecione Pegue e Vá
tutorial_2_help_006,Clique em Fim da Seleção para continuar
tutorial_2_help_007,Selecione a metade inferior de Pegue e Vá
tutorial_2_help_008,Selecione o hexágono de porta destacado
tutorial_2_help_009,Clique no botão Abrir Porta para confirmar o movimento
tutorial_2_help_010,Passe o mouse sobre o retrato do Bandido no Marcador de Iniciativas na parte superior da tela
tutorial_2_help_011_1,Selecione o hexágono em destaque próximo ao Bandido
tutorial_2_help_011_2,Clique no botão Confirmar Movimento para continuar
tutorial_2_help_012,Selecione a metade superior de Atropelar
tutorial_2_help_013,Selecione o Guarda Bandido como o alvo do ataque
tutorial_2_help_014,Clique no botão Confirmar Alvos para atacar!
tutorial_2_help_015,Clique em Fim do Turno para continuar
tutorial_2_help_016,Selecione Receber Dano
tutorial_2_help_018_1,Clique no botão Descanso Curto
tutorial_2_help_018_2,Clique em Sim para continuar
tutorial_2_help_020,Selecione Rugido Provocante
tutorial_2_help_021_1,Selecione Atropelar
tutorial_2_help_021_2,Clique em Fim da Seleção para continuar
tutorial_2_help_023_1,Selecione a metade superior de Atropelar
tutorial_2_help_023_2,Selecione o Guarda Bandido como o alvo do ataque
tutorial_2_help_023_3,Clique no botão Confirmar Alvos para confirmar o ataque
tutorial_2_help_024_1,Clique no botão Movimento Padrão em Rugido Provocante
tutorial_2_help_024_2,Selecione o hexágono em destaque contendo a Pilha de Ouro
tutorial_2_help_024_3,Clique no botão Confirmar Movimento para continuar
tutorial_2_help_024_4,Pule o movimento restante
tutorial_2_help_024_5,Clique em Fim do Turno para continuar
tutorial_2_text_001,"Bem-vindo, mestre da guilda! Eu sou o <b>Instrutor</b> de Guildas, e estou aqui para guiá-lo através da criação da sua própria Guilda mercenária. Vamos começar guiando o <color=#a06e4b><b>Bruto</b></color> neste primeiro tutorial."
tutorial_2_text_002_1,"Antes de entrarmos em ação, você vai querer se familiarizar em como ajustar sua visão do campo de batalha, então vamos examinar os controles da câmera."
tutorial_2_text_002_2,"<align=center><b>W A S D</b><color=#CCCCCC> - Mover a câmera</color>
<line-height=20%>
<line-height=100%><b>Q E</b><color=#CCCCCC> - Rotacionar a câmera</color>
<line-height=20%>
<line-height=100%><b>+/- ou Rodinha do Mouse</b><color=#CCCCCC> - Zoom da câmera

Você também pode rotacionar a câmera arrastando o mouse com o botão do meio pressionado.</color></align>

</color>Experimente agora e pressione Continuar quando estiver pronto pra seguir em frente."
tutorial_2_text_003,"Em <b>Gloomhaven</b>, você controla um grupo de mercenários, cada um equipado com um baralho de <color=#FADC99><b>Cartas de Habilidades</b></color>. Essas cartas são como seus mercenários irão explorar as masmorras, lutar contra os inimigos e saquear os tesouros.

No início de cada rodada, a primeira coisa a fazer é selecionar duas cartas para cada mercenário, para usar em seu turno."
tutorial_2_text_004,"Neste tutorial, o <color=#a06e4b><b>Bruto</b></color> tem apenas três cartas à sua disposição, como você pode ver em destaque à esquerda: <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Pegue e Vá</color></font></b></nobr>, <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Atropelar</color></font></b></nobr> e <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Rugido Provocante</color></font></b></nobr>.

<nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Rugido Provocante</color></font></b></nobr> está esmaecida para indicar que está atualmente descartada (por causa do tutorial), então por enquanto, vamos apenas selecionar as duas cartas que o <color=#a06e4b><b>Bruto</b></color> tem disponíveis."
tutorial_2_text_005,"Veja como a '<b>?</b>' próxima ao retrato do <color=#a06e4b><b>Bruto</b></color> no topo da tela mudou para um número? Isso mostra sua <color=#FADC99><b>iniciativa</b></color>.

O número próximo à primeira carta selecionada determina a <color=#FADC99><b>iniciativa</b></color> do personagem para a rodada. Quanto menor o número, mais cedo na rodada o personagem irá agir."
tutorial_2_text_006,"Como não há outros personagens visíveis agora, será imediatamente a vez do <color=#a06e4b><b>Bruto</b></color>."
tutorial_2_text_007_1,"Agora é o turno do <color=#a06e4b><b>Bruto</b></color>, hora de escolher algumas <color=#FADC99><b>ações</b></color>. Cada metade de uma carta representa uma <color=#FADC99><b>ação</b></color>, composta por uma ou mais <color=#FADC99><b>habilidades</b></color>."
tutorial_2_text_007_2,"Você pode usar duas <color=#FADC99><b>ações</b></color> por turno, e você pode escolher qualquer uma das quatro metades das cartas à esquerda para usar como sua primeira <color=#FADC99><b>ação</b></color> – mas note que você deve então usar o lado oposto da outra carta para a sua segunda."
tutorial_2_text_007_3,"Por exemplo, aqui você pode escolher a metade superior de <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Atropelar</color></font></b></nobr> e a metade inferior de <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Pegue e Vá</color></font></b></nobr>..."
tutorial_2_text_007_4,"...ou a metade inferior de <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Atropelar</color></font></b></nobr> e a metade superior de <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Pegue e Vá</color></font></b></nobr>."
tutorial_2_text_007_5,"Não há nada para o <color=#a06e4b><b>Bruto</b></color> fazer nesta sala, então você vai querer passar pela porta, para ver o que está adiante, com uma habilidade de <color=#FADC99><b>Movimento</b></color>.

A metade inferior de <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Pegue e Vá</color></font></b></nobr> permite que o <color=#a06e4b><b>Bruto</b></color> mova quatro hexágonos, o que é suficiente para passar pela porta. Vamos usar isso!"
tutorial_2_text_010,"Esta sala contém seu primeiro inimigo, um <color=#C53F3F><b>Guarda Bandido</b></color>! Como os personagens dos jogadores, os monstros também selecionam ações para o seu turno - vamos descobrir o que este <color=#C53F3F><b>Bandido</b></color> está planejando fazer esta rodada, passando o mouse sobre seu retrato."
tutorial_2_text_011_1,"Enquanto em cima, você pode ver as intenções do <color=#C53F3F><b>Bandido</b></color> nesta rodada: ele planeja <color=#FADC99><b>Mover</b></color> e <color=#FADC99><b>Atacar</b></color>!

Enquanto os personagens dos jogadores ganham duas <color=#FADC99><b>ações</b></color> por turno, os monstros só ganham uma – embora frequentemente com múltiplas <color=#FADC99><b>habilidades</b></color> dentro."
tutorial_2_text_011_2,"Observe como este <color=#C53F3F><b>Bandido</b></color> tem uma <color=#FADC99><b>iniciativa</b></color> inferior ao <color=#a06e4b><b>Bruto</b></color>, e teria agido antes do <color=#a06e4b><b>Bruto</b></color> nesta rodada se ele estivesse visível.

Como atualmente é a vez do <color=#a06e4b><b>Bruto</b></color>, você poderá terminar a sua vez antes do <color=#C53F3F><b>Bandido</b></color> poder agir."
tutorial_2_text_011_3,"Vamos deixar o <color=#a06e4b><b>Bruto</b></color> perto o suficiente para usar o <color=#FADC99><b>Ataque</b></color> da metade superior de <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Atropelar</color></font></b></nobr> como a segunda <color=#FADC99><b>ação</b></color> para o turno!"
tutorial_2_text_012,"Agora que você terminou de usar <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Pegue e Vá</color></font></b></nobr> neste turno, ela é <color=#FADC99><b>descartada</b></color> e não mais utilizável, até que você a retorne para mão via descanso – depois falaremos mais disso.

Por enquanto, é hora de <color=#FADC99><b>Atacar</b></color>!"
tutorial_2_text_015_1,"Sempre que você <color=#FADC99><b>Atacar</b></color>, um <color=#FADC99><b>modificador de ataque</b></color> é comprado do baralho de modificadores do seu personagem e o valor é aplicado ao seu <color=#FADC99><b>Ataque</b></color>.

Neste caso, você pode ver acima do <color=#C53F3F><b>Guarda Bandido</b></color> que um modificador <b><color=#FFA414>+0</color></b> foi comprado, então seu <color=#FADC99><b>Ataque</b></color> ainda causa seu valor base de <b>3</b> de dano."
tutorial_2_text_015_2,"Para este tutorial, teremos apenas modificadores <b><color=#FFA414>+0</color></b> em vigor, para manter as coisas simples. Exploraremos os outros <color=#FADC99><b>modificadores de ataque</b></color> mais tarde!"
tutorial_2_text_016_1,"Agora é a vez do <color=#C53F3F><b>Bandido</b></color>. Como vimos em sua carta anteriormente, ele pretende se <color=#FADC99><b>Mover</b></color> e então realizar um <color=#FADC99><b>Ataque</b></color> corpo a corpo de <b>3</b> de dano.

No entanto, como ele já está dentro do alcance de combate corpo a corpo do <color=#a06e4b><b>Bruto</b></color>, ele simplesmente dispensará o movimento e irá direto para o <color=#FADC99><b>Ataque</b></color>."
tutorial_2_text_016_2,"Ai ai! Embora os monstros sempre recebam dano diretamente em seus pontos de vida, sempre que um personagem do jogador é ferido, você tem três opções:"
tutorial_2_text_016_3,"Em primeiro lugar, você pode simplesmente levar o dano ao total de pontos de vida do seu personagem. No entanto, se for reduzido a <b>0</b>, esse personagem estará <color=#FADC99><b>exausto</b></color>, o que significa que ele não poderá mais agir neste cenário.

Se todos os seus mercenários estiverem <color=#FADC99><b>exaustos</b></color>, você perderá o cenário!"
tutorial_2_text_016_4,"Em segundo lugar, você pode escolher <color=#FADC99><b>queimar</b></color> duas cartas de habilidades descartadas ao invés de receber o dano. Se você <color=#FADC99><b>queimar</b></color> uma carta, ela não poderá ser mais recuperada descansando."
tutorial_2_text_016_5,"Entretanto, se você <color=#FADC99><b>queimar</b></color> duas cartas do <color=#a06e4b><b>Bruto</b></color> aqui, ele não teria cartas suficientes sobrando para o turno seguinte e, portanto, estaria <color=#FADC99><b>exausto</b></color>!"
tutorial_2_text_016_6,"Finalmente, você pode escolher <color=#FADC99><b>queimar</b></color> um carta disponível. Esta opção está esmaecida porque todas as cartas do <color=#a06e4b><b>Bruto</b></color> estão descartadas."
tutorial_2_text_016_7,"Normalmente é aconselhável, se possível, levar o dano do que <color=#FADC99><b>queimar</b></color> cartas, para que você não fique sem cartas para terminar o cenário!

Por enquanto, vamos optar por levar os três pontos de dano, já que o <color=#a06e4b><b>Bruto</b></color> tem vida o suficiente para sobreviver."
tutorial_2_text_017,"O turno do <color=#C53F3F><b>Bandido</b></color> agora acabou. Como ele foi o último personagem a agir, é o fim da rodada, e uma nova rodada começa."
tutorial_2_text_018_1,"Durante a seleção de carta de habilidade, se você tiver pelo menos duas cartas descartadas, você pode realizar um <color=#FADC99><b>Descanso Curto</b></color> ou <color=#FADC99><b>Longo</b></color> para recuperar algumas delas.

Todos as cartas de habilidades do <color=#a06e4b><b>Bruto</b></color> estão atualmente descartadas (<color=#FADC99><b>Descanso Longo</b></color> não conta como uma carta) e, como tal, ele terá que descansar para continuar."
tutorial_2_text_018_2,"<color=#FADC99><b>Descanso Curto</b></color> queimará uma de suas cartas descartadas aleatoriamente, perdendo ela pelo restante do cenário, mas recuperará todas as outras cartas descartadas antes de continuar seu turno normalmente – então você pode recuperar cartas para usar imediatamente neste turno."
tutorial_2_text_018_3,"<color=#FADC99><b>Descanso Longo</b></color> ocupa todo o turno e é usado em vez de selecionar duas cartas de habilidades, dando ao personagem uma iniciativa de <b>99</b>. No entanto, você não apenas pode escolher qual carta queimar, em vez de ser aleatoriamente, mas o personagem realizará uma ação de ""<b>Curar 2</b>"" e renovar todas as cartas de itens!"
tutorial_2_text_018_4,"Escolher <color=#FADC99><b>Descanso Longo</b></color> aqui seria a morte certa, se o <color=#C53F3F><b>Bandido</b></color> tirar uma carta de ataque para a rodada, já que o <color=#a06e4b><b>Bruto</b></color> não tem nem vida nem cartas de sobra, então vamos escolher <color=#FADC99><b>Descanso Curto</b></color>."
tutorial_2_text_019,"<nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Pegue e Vá</color></font></b></nobr> foi selecionado aleatoriamente como a carta a ser queimada.

Uma vez por descanso curto, você pode optar por recomprar a carta aleatória para queimar, ao custo de um de dano, mas como o <color=#a06e4b><b>Bruto</b></color> está com apenas 1 de vida, essa não é uma opção!"
tutorial_2_text_020_1,"Você pode ver que <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Pegue e Vá</color></font></b></nobr> está agora em vermelho escuro, para indicar que está queimada e não pode ser mais utilizável neste cenário."
tutorial_2_text_020_2,"Em troca, <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Atropelar</color></font></b></nobr> e <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Rugido Provocante</color></font></b></nobr> foram retornadas para a mão e estão disponíveis para uso novamente!"
tutorial_2_text_020_3,"Ambos o <color=#a06e4b><b>Bruto</b> </color> e o <color=#C53F3F><b>Bandido</b> </color> estão próximos da morte, por isso é crucial ser o mais rápido possível na rodada para pegar o primeiro ataque!

Lembre-se, a primeira carta que você escolher determina a iniciativa do <color=#a06e4b><b>Bruto</b></color>, então vamos escolher <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Rugido Provocante</color></font></b></nobr> para maximizar a chance do <color=#a06e4b><b>Bruto</b></color> ser o primeiro com uma iniciativa baixa de <b>10</b>."
tutorial_2_text_022,"Agora que estamos na mesma sala que o <color=#C53F3F><b>Bandido</b></color>, podemos ver que os inimigos compram suas cartas de habilidades a cada rodada depois do(s) jogador(es), então você não sabe o que irão fazer ou quais serão suas iniciativas, até este ponto de cada rodada.

Parece que o <color=#C53F3F><b>Bandido</b></color> estava planejando usar novamente um <color=#FADC99><b>Mover</b> </color> e um <color=#FADC99><b>Atacar</b></color>, mas como você optou por agir rapidamente com uma iniciativa de <b>10</b>, ele não será ativo até depois do turno do <color=#a06e4b><b>Bruto</b></color>, devido a uma iniciativa lenta de <b>50</b>! Vamos pegar ele!"
tutorial_2_text_024_1,"Pegamos ele! Você vê aquele ouro no chão que o <color=#C53F3F><b>Bandido</b></color> deixou para trás? Para pegá-lo, você precisa usar a habilidade <color=#FADC99><b>Saquear</b></color>.

Uma regra importante de <b>Gloomhaven</b> a se ter em mente é que, você não saqueia tesouros automaticamente, a menos que você termine seu turno em cima deles – se quiser eles, certifique-se de pegá-los antes que o cenário termine!"
tutorial_2_text_024_2,"Habilidades de <color=#FADC99><b>Saquear</b></color> também podem aparecer em cartas de habilidades, mas a maneira mais fácil de coletá-los é terminar seu turno em um hexágono que contém uma pilha de ouro.

Então, vamos mover o <color=#a06e4b><b>Bruto</b></color> até ele, antes do final de seu turno, com sua ação restante!"
tutorial_2_text_024_3,"Mas, espere... olhe para <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Rugido Provocante</color></font></b></nobr>.

Ele não tem uma habilidade <color=#FADC99><b>Mover</b> </color> na ação da metade inferior, então como pode o <color=#a06e4b><b>Bruto</b></color> alcançar o ouro?"
tutorial_2_text_024_4,"É aqui que as <color=#FADC99><b>ações padrões</b></color> são úteis! À esquerda e reto ao valor central de iniciativa estão dois pequenos botões de <color=#FADC99><b>ação padrão</b></color>.

Isso permite que o personagem execute um <color=#FADC99><b>Atacar</b></color> corpo a corpo de <b>2</b>, em vez da ação superior, ou um <color=#FADC99><b>Mover</b></color> de <b>2</b> em vez da ação inferior."
tutorial_2_text_024_5,"Visto que você só precisa <color=#FADC99><b>Mover</b></color> um hexágono para que o <color=#a06e4b><b>Bruto</b></color> alcance o ouro, podemos pular o movimento restante usando o botão pular abaixo."
tutorial_2_text_025_1,"Ótimo trabalho! Você não apenas derrotou o, err... solitário <color=#C53F3F><b>Guarda Bandido</b></color>, como também conseguiu pegar algumas moedas de ouro!"
tutorial_2_text_025_2,"Passado o básico, agora é hora de apresentá-lo a alguns cenários um pouco mais perigosos."
taloncamp,Acampamento da Garra
target,Alvo
target_alladjacentallies,Atinja todos os aliados adjacentes
target_alladjacentenemies,Atinja todos os inimigos adjacentes
target_allallies,Atinja todos os aliados
target_allalliesandenemies,Atinja todos os aliados e inimigos
target_allallieswithin,Atinja todos os aliados dentro
target_allallieswithinrange,Atinja todos os aliados dentro do alcance
target_allenemies,Atinja todos os inimigos
target_allenemiesadjacenttoanyonesummonedally,Atinja todos os inimigos adjacentes a algum aliado invocado
target_allenemiesadjacenttoenemieswith,Atinja todos os inimigos adjacentes a inimigos com
target_allenemiesatexactly,Atinja todos os inimigos exatamente
target_allenemiesatexactlyrange,Atinja todos os inimigos no Alcance exato
target_allenemiesmovedthrough,Atinja todos os inimigos atravessados
target_allenemieswithin,Atinja todos os inimigos dentro
target_allenemieswithinrange,Atinja todos os inimigos dentro do alcance
target_cannolongerfly,Alvo não pode mais voar.
target_oneadjacentalliedplayer,Atinja um mercenário aliado adjacente
target_oneadjacentenemy,Atinja um inimigo adjacente
target_oneenemywithallattacks,Atinja um inimigo com todos os ataques
target_selfandalladjacentallies,Atinja a si mesmo e a todos os aliados adjacentes
target_selfandallallieswithin,Atinja a si próprio e a todos os aliados de dentro
target_selfandallallieswithinrange,Atinja a si próprio e a todos os aliados dentro do alcance
target_twohexinstead,"Em vez disso, atinja todos os inimigos até dois hexágonos de distância"
tatteredwolf,Lobo Esfarrapado
teleport,Teleporte
templeoftheacorn,Templo da Bolota
terrainhotcoals,Carvões Quentes
terrainrubble,Rubble
terrainthorns,Espinhos
terrainwater,Água
thealtarofbones,O Altar de Ossos
thearmoury,O Arsenal
theashenbondretreat,O Retiro de Ashenbond
thebarrencoast,A Costárida
thebarrencoast_descr,"A long section of coastline north of Sahmyrt with no visible life of any kind. Take a rest, enjoy the view, and move on."
thebetrayer,O Traidor
theblacktomb,A Tumba Negra
thebloodwatchburrow,A Toca dos Vigilantes Sangrentos
theburiedtrenches,Trincheiras Soterradas
theburiedtrenches_descr,"Restos de uma velha linha de frente existem aqui, com pequenos muros e baluartes parcialmente expostos. Um lugar decente para acampar durante a noite."
thecityofslate,A Cidade de Ardósia
thecityofslate_descr,"Esta área é uma cidade apenas no nome, um lugar desolado, com os resquícios de uma outrora grande metrópole espalhados ao vento."
thecolorless,O Incolor
theconjuredcoppice,A Talhadia Conjurada
thecopperoasis,Oásis Cúprico
thecopperoasis_descr,"Ao centro do deserto desolado, da Infusão da Tormenta, está o Oásis Cúprico, comandado por uma pequena comunidade de Engenhoqueiros. Eles vendem uma grande variedade de itens achados nas areias."
thedeadlands,As Terras Mortas
thedeadlands_descr,"Outrora o local de uma batalha épica, as Terras Mortas agora estão em silêncio. Fragmentos de ossos ainda são visíveis cutucando o solo e, à noite, dizem que os mortos vagam pela terra."
thedepthsofdespair,As Profundezas do Desespero
thedome,O Domo
theeerieglade,A Clareira Estranha
theenclave,O Enclave
thegloom,A Escuridão
thehermitage,O Eremitério
thehiddengarrison,A Guarnição Oculta
thehole,O Buraco
thehole_descr,"This opening in the cliff face seems safe enough, but at the rear of the cave is a deep, perfectly circular hole. Scraping noises can be heard from deep below. If you are sleeping here, best keep a watch."
themarches,As Marchas
themarches_descr,"This wild, rugged land covers the area north of Demonsgate, and is characterised by wide open plains and hillsides. Hidden bogs have been known to claim a careless traveller, so watch your step."
themournlighthideout,The Mournlight Hideout
thenecropolis,A Necrópole
theossuary,O Ossuário
theputridpit,O Poço Pútrido
thepyre,A Pira
thesecludedbarracks,O Quartel Isolado
theshiftingsands,As Areias Movediças
theshiftingsands_descr,"A hot wind blows across the dunes. Take care not to get lost, as the landscape can often change overnight."
theshootinggallery,A Galeria de Tiro
thesloshedsquirrel,O Esquilo Espatifado
thethorngate,The Thorngate
thethorngate_descr,This area of the western edge of the forest gained the name Thorngate as the trees almost welcome the travellers into their cover. It is a peaceful part of the world.
thetwilightchambers,As Câmaras do Crepúsculo
thevaleoffangs,O Vale das Presas
theveiledcamp,O acampamento velado
thewickedwilds,As Selvagens Crueis
thickdoor,Porta
thornshooter,Atirador de Espinhos
threehexobstacle,Obstáculo de Três Hexágonos
threehexstraightobstacle,Obstáculo de Três Hexágonos
tinkerer,Engenhoqueiro
